domain,entity_id,record_name,entity_grain,entity_primary_key,parent_entity_id,element_name,business_name,description,source_type_raw,logical_type,max_length,scale,xml_path,physical_table,physical_columns,is_key,is_reference,reference_entity_id,reference_target_columns,is_collection,confidence,source_sheet,source_row,search_terms,notes
DCM,dcm.tranche,Tranche,"One row per DCM Tranche, identified by DealId and TrancheId.",DealId;TrancheId,dcm.deal,SecurityNumbers,SecurityNumber,Multi-value list of issue security numbers.,Collection,collection,,,/DCM/Deals/Deal/Tranches/Tranche/SecurityNumbers,DCMDealTranchesSecurityNumbers,,false,false,,,true,documented,DCM_nn.xml,128,SecurityNumbers | SecurityNumber | Multi-value list of issue security numbers.,
DCM,dcm.tranche,Tranche,"One row per DCM Tranche, identified by DealId and TrancheId.",DealId;TrancheId,dcm.deal,SecurityTypeId,Security Type,Link to reference representing the type of security sold in the offering.,Int,integer,,,/DCM/Deals/Deal/Tranches/Tranche/SecurityTypeId,DCMDealTranches,SecurityTypeId,false,true,reference_files.dcmsecuritytype,Id,false,documented,DCM_nn.xml,129,SecurityTypeId | Security Type | Link to reference representing the type of security sold in the offering.,
DCM,dcm.tranche,Tranche,"One row per DCM Tranche, identified by DealId and TrancheId.",DealId;TrancheId,dcm.deal,SellingConcessionPercent,Selling Concession (%),The portion of the gross fees paid to the syndicate members as remuneration for their services in the distribution of securities.,Decimal(3),decimal,,3,/DCM/Deals/Deal/Tranches/Tranche/SellingConcessionPercent,DCMDealTranches,SellingConcessionPercent,false,false,,,false,documented,DCM_nn.xml,130,SellingConcessionPercent | Selling Concession (%) | The portion of the gross fees paid to the syndicate members as remuneration for their services in the distribution of securities.,
DCM,dcm.tranche,Tranche,"One row per DCM Tranche, identified by DealId and TrancheId.",DealId;TrancheId,dcm.deal,SeriesNumber,Tranche Series,Series number of a tranche on a security,Int,integer,,,/DCM/Deals/Deal/Tranches/Tranche/SeriesNumber,DCMDealTranches,SeriesNumber,false,false,,,false,documented,DCM_nn.xml,131,SeriesNumber | Tranche Series | Series number of a tranche on a security,
DCM,dcm.tranche,Tranche,"One row per DCM Tranche, identified by DealId and TrancheId.",DealId;TrancheId,dcm.deal,SpreadToBenchmarkBasisPoints,Spread to Benchmark/Discount margin (bps),Spread between coupon rate of security and US Treasury or Benchmark expressed in basis points.,Decimal(3),decimal,,3,/DCM/Deals/Deal/Tranches/Tranche/SpreadToBenchmarkBasisPoints,DCMDealTranches,SpreadToBenchmarkBasisPoints,false,false,,,false,documented,DCM_nn.xml,132,SpreadToBenchmarkBasisPoints | Spread to Benchmark/Discount margin (bps) | Spread between coupon rate of security and US Treasury or Benchmark expressed in basis points.,
DCM,dcm.tranche,Tranche,"One row per DCM Tranche, identified by DealId and TrancheId.",DealId;TrancheId,dcm.deal,SpreadToSwapBasisPoints,Tranche Spread to Swap (bp),Spread between coupon rate of security and Swap (bps),Decimal(7),decimal,,7,/DCM/Deals/Deal/Tranches/Tranche/SpreadToSwapBasisPoints,DCMDealTranches,SpreadToSwapBasisPoints,false,false,,,false,documented,DCM_nn.xml,133,SpreadToSwapBasisPoints | Tranche Spread to Swap (bp) | Spread between coupon rate of security and Swap (bps),
DCM,dcm.tranche,Tranche,"One row per DCM Tranche, identified by DealId and TrancheId.",DealId;TrancheId,dcm.deal,Syndicate,SyndicateMember,List of Bank Syndicate records.,Collection,collection,,,/DCM/Deals/Deal/Tranches/Tranche/Syndicate,DCMDealTranchesSyndicate,,false,false,,,true,documented,DCM_nn.xml,134,Syndicate | SyndicateMember | List of Bank Syndicate records.,
DCM,dcm.tranche,Tranche,"One row per DCM Tranche, identified by DealId and TrancheId.",DealId;TrancheId,dcm.deal,TakeOutDate,Take-out Date,"The earliest of maturity date, first call date and first put date.",DateTime,datetime,,,/DCM/Deals/Deal/Tranches/Tranche/TakeOutDate,DCMDealTranches,TakeOutDate,false,false,,,false,documented,DCM_nn.xml,135,"TakeOutDate | Take-out Date | The earliest of maturity date, first call date and first put date.",
DCM,dcm.tranche,Tranche,"One row per DCM Tranche, identified by DealId and TrancheId.",DealId;TrancheId,dcm.deal,TefraRule,Tefra,Tefra rules are part of US securities legislation. There are two varieties applicable to bonds; Rule C and Rule D.,String(1),string,1,,/DCM/Deals/Deal/Tranches/Tranche/TefraRule,DCMDealTranches,TefraRule,false,false,,,false,documented,DCM_nn.xml,136,TefraRule | Tefra | Tefra rules are part of US securities legislation. There are two varieties applicable to bonds; Rule C and Rule D.,
DCM,dcm.tranche,Tranche,"One row per DCM Tranche, identified by DealId and TrancheId.",DealId;TrancheId,dcm.deal,TierCapitalId,Tier Capital,"Link to DCM tier capital reference. Tier Capital shows the level of subordination of bank debt, breaking down into Tier 1, Tier 2, Upper Tier 2, Lower Tier 2 Tier 3, with Tier 1 being the most reliable form of capital.",Int,integer,,,/DCM/Deals/Deal/Tranches/Tranche/TierCapitalId,DCMDealTranches,TierCapitalId,false,true,reference_files.dcmtiercapital,Id,false,documented,DCM_nn.xml,137,"TierCapitalId | Tier Capital | Link to DCM tier capital reference. Tier Capital shows the level of subordination of bank debt, breaking down into Tier 1, Tier 2, Upper Tier 2, Lower Tier 2 Tier 3, with Tier 1 being the most reliable form of capital.",
DCM,dcm.tranche,Tranche,"One row per DCM Tranche, identified by DealId and TrancheId.",DealId;TrancheId,dcm.deal,TrancheId,Tranche Sequence number,Where a deal has multiple tranches they are sequenced starting at 1. A tranche with an Id of 1 should be regarded as the most significant or head tranche.,Int,integer,,,/DCM/Deals/Deal/Tranches/Tranche/TrancheId,DCMDealTranches,TrancheId,true,false,,,false,documented,DCM_nn.xml,138,TrancheId | Tranche Sequence number | Where a deal has multiple tranches they are sequenced starting at 1. A tranche with an Id of 1 should be regarded as the most significant or head tranche.,
DCM,dcm.tranche,Tranche,"One row per DCM Tranche, identified by DealId and TrancheId.",DealId;TrancheId,dcm.deal,Value,Tranche Value (Face),Principal amount of tranche.,Money,money,,,/DCM/Deals/Deal/Tranches/Tranche/Value,DCMDealTranchesValue,"DCMDealTrancheDealId,DCMDealTrancheTrancheId,CurrencyISOCode,Value",false,false,,,false,documented,DCM_nn.xml,139,Value | Tranche Value (Face) | Principal amount of tranche.,
DCM,dcm.tranche,Tranche,"One row per DCM Tranche, identified by DealId and TrancheId.",DealId;TrancheId,dcm.deal,YearsToCall,Years to Call,Number of years from settlement date to first call date.,Decimal(3),decimal,,3,/DCM/Deals/Deal/Tranches/Tranche/YearsToCall,DCMDealTranches,YearsToCall,false,false,,,false,documented,DCM_nn.xml,140,YearsToCall | Years to Call | Number of years from settlement date to first call date.,
DCM,dcm.tranche,Tranche,"One row per DCM Tranche, identified by DealId and TrancheId.",DealId;TrancheId,dcm.deal,YearsToMaturity,Years to Maturity,Number of years from settlement date to legal maturity date.,Decimal(3),decimal,,3,/DCM/Deals/Deal/Tranches/Tranche/YearsToMaturity,DCMDealTranches,YearsToMaturity,false,false,,,false,documented,DCM_nn.xml,141,YearsToMaturity | Years to Maturity | Number of years from settlement date to legal maturity date.,
DCM,dcm.tranche,Tranche,"One row per DCM Tranche, identified by DealId and TrancheId.",DealId;TrancheId,dcm.deal,YieldToMaturityAnnualPercent,Yield to Maturity,Rate of return on security assuming it is held until maturity.,Decimal(3),decimal,,3,/DCM/Deals/Deal/Tranches/Tranche/YieldToMaturityAnnualPercent,DCMDealTranches,YieldToMaturityAnnualPercent,false,false,,,false,documented,DCM_nn.xml,142,YieldToMaturityAnnualPercent | Yield to Maturity | Rate of return on security assuming it is held until maturity.,
DCM,dcm.tranche,Tranche,"One row per DCM Tranche, identified by DealId and TrancheId.",DealId;TrancheId,dcm.deal,YieldToMaturitySemiAnnualPercent,Yeild to Maturity Semi Annual,Semi-annual yield to maturity of the issue calculated from the annual value.,Decimal (3),decimal,,3,/DCM/Deals/Deal/Tranches/Tranche/YieldToMaturitySemiAnnualPercent,DCMDealTranches,YieldToMaturitySemiAnnualPercent,false,false,,,false,documented,DCM_nn.xml,143,YieldToMaturitySemiAnnualPercent | Yeild to Maturity Semi Annual | Semi-annual yield to maturity of the issue calculated from the annual value.,
DCM,dcm.financialsponsor,FinancialSponsor,"One row per DCM FinancialSponsor, identified by DealId and FinancialSponsorId and ActivityTypeId.",DealId;FinancialSponsorId;ActivityTypeId,dcm.deal,ActivityTypeId,Financial Sponsor Activity Type,"Activity type of the sponsor on the deal (Entry, Exit, Portfolio)",Int,integer,,,/DCM/Deals/Deal/FinancialSponsors/FinancialSponsor/ActivityTypeId,DCMDealFinancialSponsors,ActivityTypeId,true,true,reference_files.sponsoractivitytype,Id,false,documented,DCM_nn.xml,149,"ActivityTypeId | Financial Sponsor Activity Type | Activity type of the sponsor on the deal (Entry, Exit, Portfolio)",
DCM,dcm.financialsponsor,FinancialSponsor,"One row per DCM FinancialSponsor, identified by DealId and FinancialSponsorId and ActivityTypeId.",DealId;FinancialSponsorId;ActivityTypeId,dcm.deal,FinancialSponsorId,Financial Sponsor,Name of the Financial Sponsor company involved in the issue.,Int,integer,,,/DCM/Deals/Deal/FinancialSponsors/FinancialSponsor/FinancialSponsorId,DCMDealFinancialSponsors,FinancialSponsorId,true,true,company.company,Id,false,documented,DCM_nn.xml,150,FinancialSponsorId | Financial Sponsor | Name of the Financial Sponsor company involved in the issue.,
DCM,dcm.financialsponsor,FinancialSponsor,"One row per DCM FinancialSponsor, identified by DealId and FinancialSponsorId and ActivityTypeId.",DealId;FinancialSponsorId;ActivityTypeId,dcm.deal,IsAddOn,Financial Sponsor Add-On (Y/N),True if deal is related to a company that was added by a financial sponsor to one of it's existing portfolio companies.,Bool,boolean,,,/DCM/Deals/Deal/FinancialSponsors/FinancialSponsor/IsAddOn,DCMDealFinancialSponsors,IsAddOn,false,false,,,false,documented,DCM_nn.xml,151,IsAddOn | Financial Sponsor Add-On (Y/N) | True if deal is related to a company that was added by a financial sponsor to one of it's existing portfolio companies.,
DCM,dcm.financialsponsor,FinancialSponsor,"One row per DCM FinancialSponsor, identified by DealId and FinancialSponsorId and ActivityTypeId.",DealId;FinancialSponsorId;ActivityTypeId,dcm.deal,SortNumber,Sort Number,Used to determine the presentation order where there are multiple values. The item with sequence number 0 is generally the most significant or primary value.,Int,integer,,,/DCM/Deals/Deal/FinancialSponsors/FinancialSponsor/SortNumber,DCMDealFinancialSponsors,SortNumber,false,false,,,false,documented,DCM_nn.xml,152,SortNumber | Sort Number | Used to determine the presentation order where there are multiple values. The item with sequence number 0 is generally the most significant or primary value.,
DCM,dcm.commoncode,CommonCode,"One row per DCM CommonCode, identified by DealId and TrancheId and Code.",DealId;TrancheId;Code,dcm.tranche,Code,Common Code,A nine-digit identification code issued jointly by CEDEL and Euroclear.,String(9),string,9,,/DCM/Deals/Deal/Tranches/Tranche/CommonCodes/CommonCode/Code,DCMDealTranchesCommonCodes,Code,true,false,,,false,documented,DCM_nn.xml,158,Code | Common Code | A nine-digit identification code issued jointly by CEDEL and Euroclear.,
DCM,dcm.commoncode,CommonCode,"One row per DCM CommonCode, identified by DealId and TrancheId and Code.",DealId;TrancheId;Code,dcm.tranche,SortNumber,Sort Number,Presentation order for multi-valued code field. Normally the most important code is assigned a sort number of 0.,Int,integer,,,/DCM/Deals/Deal/Tranches/Tranche/CommonCodes/CommonCode/SortNumber,DCMDealTranchesCommonCodes,SortNumber,false,false,,,false,documented,DCM_nn.xml,159,SortNumber | Sort Number | Presentation order for multi-valued code field. Normally the most important code is assigned a sort number of 0.,
DCM,dcm.guarantor,Guarantor,"One row per DCM Guarantor, identified by DealId and TrancheId and GuarantorId.",DealId;TrancheId;GuarantorId,dcm.tranche,GuarantorId,Guarantor,The institution guaranteeing the repayment of securities in the event of default of the issuer.,Int,integer,,,/DCM/Deals/Deal/Tranches/Tranche/Guarantors/Guarantor/GuarantorId,DCMDealTranchesGuarantors,GuarantorId,true,true,company.company,Id,false,documented,DCM_nn.xml,165,GuarantorId | Guarantor | The institution guaranteeing the repayment of securities in the event of default of the issuer.,
DCM,dcm.guarantor,Guarantor,"One row per DCM Guarantor, identified by DealId and TrancheId and GuarantorId.",DealId;TrancheId;GuarantorId,dcm.tranche,SortNumber,Sort Number,Used to determine the presentation order where there are multiple values. The item with sequence number 0 is generally the most significant or primary value.,Int,integer,,,/DCM/Deals/Deal/Tranches/Tranche/Guarantors/Guarantor/SortNumber,DCMDealTranchesGuarantors,SortNumber,false,false,,,false,documented,DCM_nn.xml,166,SortNumber | Sort Number | Used to determine the presentation order where there are multiple values. The item with sequence number 0 is generally the most significant or primary value.,
DCM,dcm.isin,ISIN,"One row per DCM ISIN, identified by DealId and TrancheId and ISIN.",DealId;TrancheId;ISIN,dcm.tranche,ISIN,ISIN,International Security Identification Number.,String(15),string,15,,/DCM/Deals/Deal/Tranches/Tranche/ISINs/ISIN/ISIN,DCMDealTranchesISINs,SecurityNumber,true,false,,,false,documented,DCM_nn.xml,172,ISIN | ISIN | International Security Identification Number.,
DCM,dcm.isin,ISIN,"One row per DCM ISIN, identified by DealId and TrancheId and ISIN.",DealId;TrancheId;ISIN,dcm.tranche,SortNumber,Sort Number,Used to determine the presentation order where there are multiple values. The item with sequence number 0 is generally the most significant or primary value.,Int,integer,,,/DCM/Deals/Deal/Tranches/Tranche/ISINs/ISIN/SortNumber,DCMDealTranchesISINs,SortNumber,false,false,,,false,documented,DCM_nn.xml,173,SortNumber | Sort Number | Used to determine the presentation order where there are multiple values. The item with sequence number 0 is generally the most significant or primary value.,
DCM,dcm.lbomnadeal,LBOMNADeal,"One row per DCM LBOMNADeal, identified by DealId and LBOMNADealId.",DealId;LBOMNADealId,dcm.deal,LBOMNADealId,LBO MNA Deal #,Link to original LBO of portfolio company in the case of sponsor backed deals.,Int,integer,,,/DCM/Deals/Deal/LBOMNADeals/LBOMNADeal/LBOMNADealId,DCMDealLBOMNADeals,LBOMNADealId,true,true,mna.deal,DealId,false,documented,DCM_nn.xml,179,LBOMNADealId | LBO MNA Deal # | Link to original LBO of portfolio company in the case of sponsor backed deals.,
DCM,dcm.securitynumber,SecurityNumber,"One row per DCM SecurityNumber, identified by DealId and TrancheId and SecurityNumber.",DealId;TrancheId;SecurityNumber,dcm.tranche,SecurityNumber,Security Number,Part of the ISIN number for Non-US domestic and foreign bonds.,String(15),string,15,,/DCM/Deals/Deal/Tranches/Tranche/SecurityNumbers/SecurityNumber/SecurityNumber,DCMDealTranchesSecurityNumbers,SecurityNumber,true,false,,,false,documented,DCM_nn.xml,185,SecurityNumber | Security Number | Part of the ISIN number for Non-US domestic and foreign bonds.,
DCM,dcm.securitynumber,SecurityNumber,"One row per DCM SecurityNumber, identified by DealId and TrancheId and SecurityNumber.",DealId;TrancheId;SecurityNumber,dcm.tranche,SortNumber,Sort Number,Used to determine the presentation order where there are multiple values. The item with sequence number 0 is generally the most significant or primary value.,Int,integer,,,/DCM/Deals/Deal/Tranches/Tranche/SecurityNumbers/SecurityNumber/SortNumber,DCMDealTranchesSecurityNumbers,SortNumber,false,false,,,false,documented,DCM_nn.xml,186,SortNumber | Sort Number | Used to determine the presentation order where there are multiple values. The item with sequence number 0 is generally the most significant or primary value.,
DCM,dcm.syndicatemember,SyndicateMember,"One row per DCM SyndicateMember, identified by DealId and TrancheId and BankId and BankRoleId.",DealId;TrancheId;BankId;BankRoleId,dcm.tranche,BankId,Bank Id,"Link to a company, normally a bank, that is a member of the syndicate of lending institutions involved in the tranche.",Int,integer,,,/DCM/Deals/Deal/Tranches/Tranche/Syndicate/SyndicateMember/BankId,DCMDealTranchesSyndicate,BankId,true,true,company.company,Id,false,documented,DCM_nn.xml,192,"BankId | Bank Id | Link to a company, normally a bank, that is a member of the syndicate of lending institutions involved in the tranche.",
DCM,dcm.syndicatemember,SyndicateMember,"One row per DCM SyndicateMember, identified by DealId and TrancheId and BankId and BankRoleId.",DealId;TrancheId;BankId;BankRoleId,dcm.tranche,BankRoleId,DCM Bank Role Id,"Link to the DCM bank role reference indicating the role played by a particular bank in the tranche (eg. Bookrunner, underwriter etc.).",Int,integer,,,/DCM/Deals/Deal/Tranches/Tranche/Syndicate/SyndicateMember/BankRoleId,DCMDealTranchesSyndicate,BankRoleId,true,true,reference_files.dcmbankrole,Id,false,documented,DCM_nn.xml,193,"BankRoleId | DCM Bank Role Id | Link to the DCM bank role reference indicating the role played by a particular bank in the tranche (eg. Bookrunner, underwriter etc.).",
DCM,dcm.syndicatemember,SyndicateMember,"One row per DCM SyndicateMember, identified by DealId and TrancheId and BankId and BankRoleId.",DealId;TrancheId;BankId;BankRoleId,dcm.tranche,IsLeadLeft,Lead Left (Y/N),Indicates if the bank was the lead bookrunner on the transaction.,Bool,boolean,,,/DCM/Deals/Deal/Tranches/Tranche/Syndicate/SyndicateMember/IsLeadLeft,DCMDealTranchesSyndicate,IsLeadLeft,false,false,,,false,documented,DCM_nn.xml,194,IsLeadLeft | Lead Left (Y/N) | Indicates if the bank was the lead bookrunner on the transaction.,
DCM,dcm.syndicatemember,SyndicateMember,"One row per DCM SyndicateMember, identified by DealId and TrancheId and BankId and BankRoleId.",DealId;TrancheId;BankId;BankRoleId,dcm.tranche,IsSelfLed,Self-Led (Y/N),Indicates if the bank is in the same group as the Issuer.,Bool,boolean,,,/DCM/Deals/Deal/Tranches/Tranche/Syndicate/SyndicateMember/IsSelfLed,DCMDealTranchesSyndicate,IsSelfLed,false,false,,,false,documented,DCM_nn.xml,195,IsSelfLed | Self-Led (Y/N) | Indicates if the bank is in the same group as the Issuer.,
DCM,dcm.syndicatemember,SyndicateMember,"One row per DCM SyndicateMember, identified by DealId and TrancheId and BankId and BankRoleId.",DealId;TrancheId;BankId;BankRoleId,dcm.tranche,Participation,Bookrunner Participation,Amount Bookrunner allotment of tranche .,Money,money,,,/DCM/Deals/Deal/Tranches/Tranche/Syndicate/SyndicateMember/Participation,DCMDealTranchesSyndicateParticipation,"DCMDealTrancheSyndicateMemberDealId,DCMDealTrancheSyndicateMemberTrancheId,DCMDealTrancheSyndicateMemberBankId,DCMDealTrancheSyndicateMemberBankRoleId,CurrencyISOCode,Value",false,false,,,false,documented,DCM_nn.xml,196,Participation | Bookrunner Participation | Amount Bookrunner allotment of tranche .,
DCM,dcm.syndicatemember,SyndicateMember,"One row per DCM SyndicateMember, identified by DealId and TrancheId and BankId and BankRoleId.",DealId;TrancheId;BankId;BankRoleId,dcm.tranche,SortNumber,Bank sequence number,"Provides an ordering for the tranche bank syndicate for presentation purposes, starting from 0. Generally banks in the most significant roles (Bookkrunners) are top of the list.",Int,integer,,,/DCM/Deals/Deal/Tranches/Tranche/Syndicate/SyndicateMember/SortNumber,DCMDealTranchesSyndicate,SortNumber,false,false,,,false,documented,DCM_nn.xml,197,"SortNumber | Bank sequence number | Provides an ordering for the tranche bank syndicate for presentation purposes, starting from 0. Generally banks in the most significant roles (Bookkrunners) are top of the list.",
DCM,dcm.use,Use,"One row per DCM Use, identified by DealId and UseId.",DealId;UseId,dcm.deal,SortNumber,Item Sequence number,Used to determine the presentation order of use of proceeds in cases where there are multiple values associated with a tranche. The item with sequence number 0 is generally the most significant or primary value.,Int,integer,,,/DCM/Deals/Deal/UseOfProceeds/Use/SortNumber,DCMDealUseOfProceeds,SortNumber,false,false,,,false,documented,DCM_nn.xml,203,SortNumber | Item Sequence number | Used to determine the presentation order of use of proceeds in cases where there are multiple values associated with a tranche. The item with sequence number 0 is generally the most significant or primary value.,
DCM,dcm.use,Use,"One row per DCM Use, identified by DealId and UseId.",DealId;UseId,dcm.deal,UseId,Use of Proceeds id,Link to use of proceeds reference indicating how the company intends to use the money raised from the debt issue.,Int,integer,,,/DCM/Deals/Deal/UseOfProceeds/Use/UseId,DCMDealUseOfProceeds,UseId,true,true,reference_files.proceeds,Id,false,documented,DCM_nn.xml,204,UseId | Use of Proceeds id | Link to use of proceeds reference indicating how the company intends to use the money raised from the debt issue.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,AccountingFee,Accounting Fees,Fees and expenses as declared in SEC filing.,Money(3),money,,3,/ECM/Deals/Deal/AccountingFee,ECMDealAccountingFee,ECMDealDealId;CurrencyISOCode;Value,false,false,,,false,documented,ECM_nn.xml,9,AccountingFee | Accounting Fees | Fees and expenses as declared in SEC filing.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,AnnouncementDate,Announcement Date,Date registration information is announced.,DateTime,datetime,,,/ECM/Deals/Deal/AnnouncementDate,ECMDeal,AnnouncementDate,false,false,,,false,documented,ECM_nn.xml,10,AnnouncementDate | Announcement Date | Date registration information is announced.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,ATMBasisId,ATM Basis,Indicates whether the size of an At-The-Market offering tranche is expressed as cash or shares.,Int,integer,,,/ECM/Deals/Deal/ATMBasisId,ECMDeal,ATMBasisId,false,false,,,false,documented,ECM_nn.xml,11,ATMBasisId | ATM Basis | Indicates whether the size of an At-The-Market offering tranche is expressed as cash or shares.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,Attorneys,Attorney,Attorneys involved in the deal.,Collection,collection,,,/ECM/Deals/Deal/Attorneys,ECMDealAttorneys,,false,false,,,true,documented,ECM_nn.xml,12,Attorneys | Attorney | Attorneys involved in the deal.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,BlueskyFee,Bluesky Fees,Fees and Expense related to Blue-sky laws .,Money(3),money,,3,/ECM/Deals/Deal/BlueskyFee,ECMDealBlueSkyFee,ECMDealDealId;CurrencyISOCode;Value,false,false,,,false,documented,ECM_nn.xml,13,BlueskyFee | Bluesky Fees | Fees and Expense related to Blue-sky laws .,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,CanadianIncomeTrustId,Canadian Income Trust,Link to reference Indicating whether issuer is a Canadian Income Trust.,Int,integer,,,/ECM/Deals/Deal/CanadianIncomeTrustId,ECMDeal,CanadianIncomeTrustId,false,true,reference_files.ecmcit,Id,false,documented,ECM_nn.xml,14,CanadianIncomeTrustId | Canadian Income Trust | Link to reference Indicating whether issuer is a Canadian Income Trust.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,CancelledDate,Withdrawn/Postponed Date,Date on which a prospective offering is withdrawn from the market or the intended issuance cancelled.,DateTime,datetime,,,/ECM/Deals/Deal/CancelledDate,ECMDeal,CancelledDate,false,false,,,false,documented,ECM_nn.xml,15,CancelledDate | Withdrawn/Postponed Date | Date on which a prospective offering is withdrawn from the market or the intended issuance cancelled.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,CommonDividend,Common Dividend,Dividend of underlying common stock.,Money(3),money,,3,/ECM/Deals/Deal/CommonDividend,ECMDealCommonDividend,ECMDealDealId;CurrencyISOCode;Value,false,false,,,false,documented,ECM_nn.xml,16,CommonDividend | Common Dividend | Dividend of underlying common stock.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,CommonStatusId,Deal Status,Link to reference indicating the current status of deal.,Int,integer,,,/ECM/Deals/Deal/CommonStatusId,ECMDeal,CommonStatusId,false,true,reference_files.dealstatus.dealstatus,Id,false,documented,ECM_nn.xml,17,CommonStatusId | Deal Status | Link to reference indicating the current status of deal.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,CommonYield,Common Yield,Yield of common stock.,Decimal(4),decimal,,4,/ECM/Deals/Deal/CommonYield,ECMDeal,CommonYield,false,false,,,false,documented,ECM_nn.xml,18,CommonYield | Common Yield | Yield of common stock.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,CompanySoldPercent,% of Company Sold,"% of company's stakes, which have been offered in the deal",Decimal(4),decimal,,4,/ECM/Deals/Deal/CompanySoldPercent,ECMDeal,CompanySoldPercent,false,false,,,false,documented,ECM_nn.xml,19,"CompanySoldPercent | % of Company Sold | % of company's stakes, which have been offered in the deal",
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,CurrencyISOCode,Currency,The ISO Code of the Deal or Head Tranche currency.,String(3),string,3,,/ECM/Deals/Deal/CurrencyISOCode,ECMDeal,CurrencyISOCode,false,true,reference_files.currency,ISOCode,false,documented,ECM_nn.xml,20,CurrencyISOCode | Currency | The ISO Code of the Deal or Head Tranche currency.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,DaysFromFilingToOffer,# Days Since Filed,Number of days from filing date to pricing date.,Int,integer,,,/ECM/Deals/Deal/DaysFromFilingToOffer,ECMDeal,DaysFromFilingToOffer,false,false,,,false,documented,ECM_nn.xml,21,DaysFromFilingToOffer | # Days Since Filed | Number of days from filing date to pricing date.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,DealId,ECM Deal #,Unique numeric identifier for a deal.,Int,integer,,,/ECM/Deals/Deal/DealId,ECMDeal,DealId,true,false,,,false,documented,ECM_nn.xml,22,DealId | ECM Deal # | Unique numeric identifier for a deal.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,DebtEquity,Debt to Equity,Ratio of a firm's total debt to its shareholders' equity.,Decimal(4),decimal,,4,/ECM/Deals/Deal/DebtEquity,ECMDeal,DebtEquity,false,false,,,false,documented,ECM_nn.xml,23,DebtEquity | Debt to Equity | Ratio of a firm's total debt to its shareholders' equity.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,EPSDiluted,EPS (FD),Earnings per share (net income divided by shares outstanding).,Money(3),money,,3,/ECM/Deals/Deal/EPSDiluted,ECMDealEPSDiluted,ECMDealDealId;CurrencyISOCode;Value,false,false,,,false,documented,ECM_nn.xml,24,EPSDiluted | EPS (FD) | Earnings per share (net income divided by shares outstanding).,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,ExchangeRates,Deal currency exchange rates,The exchanges rates from the Deal currency to USD and Euro.,ExchangeRate,exchange_rate,,,/ECM/Deals/Deal/ExchangeRates,ECMDealExchangeRates,ECMDealDealId;Date;FromCurrencyISOCode;Rate;ToCurrencyISOCode,false,false,,,false,documented,ECM_nn.xml,25,ExchangeRates | Deal currency exchange rates | The exchanges rates from the Deal currency to USD and Euro.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,ExpectedDate,Expected Date,Date issuer expects to price security.,DateTime,datetime,,,/ECM/Deals/Deal/ExpectedDate,ECMDeal,ExpectedDate,false,false,,,false,documented,ECM_nn.xml,26,ExpectedDate | Expected Date | Date issuer expects to price security.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,FiledRangeHigh,Filing Range High,High end of pricing range when issue is filed.,Money(4),money,,4,/ECM/Deals/Deal/FiledRangeHigh,ECMDealFiledRangeHigh,ECMDealDealId;CurrencyISOCode;Value,false,false,,,false,documented,ECM_nn.xml,27,FiledRangeHigh | Filing Range High | High end of pricing range when issue is filed.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,FiledRangeLow,Filing Range Low,Low end of pricing range when issue is filed.,Money(4),money,,4,/ECM/Deals/Deal/FiledRangeLow,ECMDealFiledRangeLow,ECMDealDealId;CurrencyISOCode;Value,false,false,,,false,documented,ECM_nn.xml,28,FiledRangeLow | Filing Range Low | Low end of pricing range when issue is filed.,
ECM,ecm.deal,Deal,"One row per ECM Deal, identified by DealId.",DealId,,FilingDate,Filing Date,Date security was filed with the SEC.,DateTime,datetime,,,/ECM/Deals/Deal/FilingDate,ECMDeal,FilingDate,false,false,,,false,documented,ECM_nn.xml,29,FilingDate | Filing Date | Date security was filed with the SEC.,
